4482	8550
4510	7663
4682	6367
4682	6894
4682	7110
4990	5405
4990	5611
4990	5734
4990	6070
4990	6821
4990	6823
4990	6902
4990	7150
4990	7718
4996	6852
4999	5396
4999	5548
4999	5885
4999	5991
4999	6251
4999	6937
5036	5600
5036	6848
5049	5658
5049	5794
5049	6345
5049	6648
5049	7348
5079	5277
5133	6421
5166	5839
5166	7227
5183	6131
5183	7597
5212	5264
5212	7649
5277	6041
5277	7784
5277	8175
5396	5885
5396	5991
6041	6533
6470	7227
6777	7876
